filename,relative_path,split,label,frame_id,sequence_id_provisional,camera_group,camera_group_size,camera_group_confidence,grouping_method,camera_group_v1,camera_group_v2_manual_merge,camera_group_v2_merge_reason,enabled_for_cv
01462.jpg,初赛测试集/01462.jpg,test,,1462,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01463.jpg,初赛测试集/01463.jpg,test,,1463,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01464.jpg,初赛测试集/01464.jpg,test,,1464,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01465.jpg,初赛测试集/01465.jpg,test,,1465,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01466.jpg,初赛测试集/01466.jpg,test,,1466,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01467.jpg,初赛测试集/01467.jpg,test,,1467,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01468.jpg,初赛测试集/01468.jpg,test,,1468,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01469.jpg,初赛测试集/01469.jpg,test,,1469,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01470.jpg,初赛测试集/01470.jpg,test,,1470,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01471.jpg,初赛测试集/01471.jpg,test,,1471,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01472.jpg,初赛测试集/01472.jpg,test,,1472,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01473.jpg,初赛测试集/01473.jpg,test,,1473,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01474.jpg,初赛测试集/01474.jpg,test,,1474,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01475.jpg,初赛测试集/01475.jpg,test,,1475,file_block_0005,camera_group_v2_0407,16,medium,top75_gray32_cosine_with_frame_gap,camera_group_0415,no,,yes
01476.jpg,初赛测试集/01476.jpg,test,,1476,file_block_0005,camera_group_v2_0408,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0416,no,,yes
01477.jpg,初赛测试集/01477.jpg,test,,1477,file_block_0005,camera_group_v2_0408,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0416,no,,yes
01478.jpg,初赛测试集/01478.jpg,test,,1478,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01479.jpg,初赛测试集/01479.jpg,test,,1479,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01480.jpg,初赛测试集/01480.jpg,test,,1480,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01481.jpg,初赛测试集/01481.jpg,test,,1481,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01482.jpg,初赛测试集/01482.jpg,test,,1482,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01483.jpg,初赛测试集/01483.jpg,test,,1483,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01484.jpg,初赛测试集/01484.jpg,test,,1484,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01485.jpg,初赛测试集/01485.jpg,test,,1485,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01486.jpg,初赛测试集/01486.jpg,test,,1486,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01487.jpg,初赛测试集/01487.jpg,test,,1487,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01488.jpg,初赛测试集/01488.jpg,test,,1488,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01489.jpg,初赛测试集/01489.jpg,test,,1489,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01490.jpg,初赛测试集/01490.jpg,test,,1490,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01491.jpg,初赛测试集/01491.jpg,test,,1491,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01492.jpg,初赛测试集/01492.jpg,test,,1492,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01493.jpg,初赛测试集/01493.jpg,test,,1493,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01494.jpg,初赛测试集/01494.jpg,test,,1494,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01495.jpg,初赛测试集/01495.jpg,test,,1495,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01496.jpg,初赛测试集/01496.jpg,test,,1496,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01497.jpg,初赛测试集/01497.jpg,test,,1497,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01498.jpg,初赛测试集/01498.jpg,test,,1498,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01499.jpg,初赛测试集/01499.jpg,test,,1499,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01500.jpg,初赛测试集/01500.jpg,test,,1500,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01501.jpg,初赛测试集/01501.jpg,test,,1501,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01502.jpg,初赛测试集/01502.jpg,test,,1502,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01503.jpg,初赛测试集/01503.jpg,test,,1503,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01504.jpg,初赛测试集/01504.jpg,test,,1504,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01505.jpg,初赛测试集/01505.jpg,test,,1505,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01506.jpg,初赛测试集/01506.jpg,test,,1506,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01507.jpg,初赛测试集/01507.jpg,test,,1507,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01508.jpg,初赛测试集/01508.jpg,test,,1508,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01509.jpg,初赛测试集/01509.jpg,test,,1509,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01510.jpg,初赛测试集/01510.jpg,test,,1510,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01511.jpg,初赛测试集/01511.jpg,test,,1511,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01512.jpg,初赛测试集/01512.jpg,test,,1512,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01513.jpg,初赛测试集/01513.jpg,test,,1513,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01514.jpg,初赛测试集/01514.jpg,test,,1514,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01515.jpg,初赛测试集/01515.jpg,test,,1515,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01516.jpg,初赛测试集/01516.jpg,test,,1516,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01517.jpg,初赛测试集/01517.jpg,test,,1517,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01518.jpg,初赛测试集/01518.jpg,test,,1518,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01519.jpg,初赛测试集/01519.jpg,test,,1519,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01520.jpg,初赛测试集/01520.jpg,test,,1520,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01521.jpg,初赛测试集/01521.jpg,test,,1521,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01522.jpg,初赛测试集/01522.jpg,test,,1522,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01523.jpg,初赛测试集/01523.jpg,test,,1523,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01524.jpg,初赛测试集/01524.jpg,test,,1524,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01525.jpg,初赛测试集/01525.jpg,test,,1525,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01526.jpg,初赛测试集/01526.jpg,test,,1526,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01527.jpg,初赛测试集/01527.jpg,test,,1527,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01528.jpg,初赛测试集/01528.jpg,test,,1528,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01529.jpg,初赛测试集/01529.jpg,test,,1529,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01530.jpg,初赛测试集/01530.jpg,test,,1530,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01531.jpg,初赛测试集/01531.jpg,test,,1531,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01532.jpg,初赛测试集/01532.jpg,test,,1532,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01533.jpg,初赛测试集/01533.jpg,test,,1533,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01534.jpg,初赛测试集/01534.jpg,test,,1534,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01535.jpg,初赛测试集/01535.jpg,test,,1535,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01536.jpg,初赛测试集/01536.jpg,test,,1536,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01537.jpg,初赛测试集/01537.jpg,test,,1537,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01538.jpg,初赛测试集/01538.jpg,test,,1538,file_block_0005,camera_group_v2_0409,61,high,top75_gray32_cosine_with_frame_gap,camera_group_0417,no,,yes
01539.jpg,初赛测试集/01539.jpg,test,,1539,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01540.jpg,初赛测试集/01540.jpg,test,,1540,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01541.jpg,初赛测试集/01541.jpg,test,,1541,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01542.jpg,初赛测试集/01542.jpg,test,,1542,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01543.jpg,初赛测试集/01543.jpg,test,,1543,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01544.jpg,初赛测试集/01544.jpg,test,,1544,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01545.jpg,初赛测试集/01545.jpg,test,,1545,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01546.jpg,初赛测试集/01546.jpg,test,,1546,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01547.jpg,初赛测试集/01547.jpg,test,,1547,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01548.jpg,初赛测试集/01548.jpg,test,,1548,file_block_0005,camera_group_v2_0410,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0418,no,,yes
01549.jpg,初赛测试集/01549.jpg,test,,1549,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01550.jpg,初赛测试集/01550.jpg,test,,1550,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01551.jpg,初赛测试集/01551.jpg,test,,1551,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01552.jpg,初赛测试集/01552.jpg,test,,1552,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01553.jpg,初赛测试集/01553.jpg,test,,1553,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01554.jpg,初赛测试集/01554.jpg,test,,1554,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01555.jpg,初赛测试集/01555.jpg,test,,1555,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01556.jpg,初赛测试集/01556.jpg,test,,1556,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01557.jpg,初赛测试集/01557.jpg,test,,1557,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01558.jpg,初赛测试集/01558.jpg,test,,1558,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01559.jpg,初赛测试集/01559.jpg,test,,1559,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01560.jpg,初赛测试集/01560.jpg,test,,1560,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01561.jpg,初赛测试集/01561.jpg,test,,1561,file_block_0005,camera_group_v2_0411,13,medium,top75_gray32_cosine_with_frame_gap,camera_group_0419,no,,yes
01562.jpg,初赛测试集/01562.jpg,test,,1562,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01563.jpg,初赛测试集/01563.jpg,test,,1563,file_block_0005,camera_group_v2_0413,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0421,no,,yes
01564.jpg,初赛测试集/01564.jpg,test,,1564,file_block_0005,camera_group_v2_0414,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0422,no,,yes
01565.jpg,初赛测试集/01565.jpg,test,,1565,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01566.jpg,初赛测试集/01566.jpg,test,,1566,file_block_0005,camera_group_v2_0415,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0423,no,,yes
01567.jpg,初赛测试集/01567.jpg,test,,1567,file_block_0005,camera_group_v2_0415,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0423,no,,yes
01568.jpg,初赛测试集/01568.jpg,test,,1568,file_block_0005,camera_group_v2_0415,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0423,no,,yes
01569.jpg,初赛测试集/01569.jpg,test,,1569,file_block_0005,camera_group_v2_0415,4,high,top75_gray32_cosine_with_frame_gap,camera_group_0423,no,,yes
01570.jpg,初赛测试集/01570.jpg,test,,1570,file_block_0005,camera_group_v2_0416,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0424,no,,yes
01571.jpg,初赛测试集/01571.jpg,test,,1571,file_block_0005,camera_group_v2_0417,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0425,no,,yes
01572.jpg,初赛测试集/01572.jpg,test,,1572,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01573.jpg,初赛测试集/01573.jpg,test,,1573,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01574.jpg,初赛测试集/01574.jpg,test,,1574,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01575.jpg,初赛测试集/01575.jpg,test,,1575,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01576.jpg,初赛测试集/01576.jpg,test,,1576,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01577.jpg,初赛测试集/01577.jpg,test,,1577,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01578.jpg,初赛测试集/01578.jpg,test,,1578,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01579.jpg,初赛测试集/01579.jpg,test,,1579,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01580.jpg,初赛测试集/01580.jpg,test,,1580,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01581.jpg,初赛测试集/01581.jpg,test,,1581,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01582.jpg,初赛测试集/01582.jpg,test,,1582,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01583.jpg,初赛测试集/01583.jpg,test,,1583,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01584.jpg,初赛测试集/01584.jpg,test,,1584,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01585.jpg,初赛测试集/01585.jpg,test,,1585,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01586.jpg,初赛测试集/01586.jpg,test,,1586,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01587.jpg,初赛测试集/01587.jpg,test,,1587,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01588.jpg,初赛测试集/01588.jpg,test,,1588,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01589.jpg,初赛测试集/01589.jpg,test,,1589,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01590.jpg,初赛测试集/01590.jpg,test,,1590,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01591.jpg,初赛测试集/01591.jpg,test,,1591,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01592.jpg,初赛测试集/01592.jpg,test,,1592,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01593.jpg,初赛测试集/01593.jpg,test,,1593,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01594.jpg,初赛测试集/01594.jpg,test,,1594,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01595.jpg,初赛测试集/01595.jpg,test,,1595,file_block_0005,camera_group_v2_0418,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0426,no,,yes
01596.jpg,初赛测试集/01596.jpg,test,,1596,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01597.jpg,初赛测试集/01597.jpg,test,,1597,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01598.jpg,初赛测试集/01598.jpg,test,,1598,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01599.jpg,初赛测试集/01599.jpg,test,,1599,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01600.jpg,初赛测试集/01600.jpg,test,,1600,file_block_0005,camera_group_v2_0412,30,medium,top75_gray32_cosine_with_frame_gap,camera_group_0420,no,,yes
01601.jpg,初赛测试集/01601.jpg,test,,1601,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01602.jpg,初赛测试集/01602.jpg,test,,1602,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01603.jpg,初赛测试集/01603.jpg,test,,1603,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01604.jpg,初赛测试集/01604.jpg,test,,1604,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01605.jpg,初赛测试集/01605.jpg,test,,1605,file_block_0005,camera_group_v2_0420,5,medium,top75_gray32_cosine_with_frame_gap,camera_group_0428,no,,yes
01606.jpg,初赛测试集/01606.jpg,test,,1606,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01607.jpg,初赛测试集/01607.jpg,test,,1607,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01608.jpg,初赛测试集/01608.jpg,test,,1608,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01609.jpg,初赛测试集/01609.jpg,test,,1609,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01610.jpg,初赛测试集/01610.jpg,test,,1610,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01611.jpg,初赛测试集/01611.jpg,test,,1611,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01612.jpg,初赛测试集/01612.jpg,test,,1612,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01613.jpg,初赛测试集/01613.jpg,test,,1613,file_block_0005,camera_group_v2_0420,5,medium,top75_gray32_cosine_with_frame_gap,camera_group_0428,no,,yes
01614.jpg,初赛测试集/01614.jpg,test,,1614,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01615.jpg,初赛测试集/01615.jpg,test,,1615,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01616.jpg,初赛测试集/01616.jpg,test,,1616,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01617.jpg,初赛测试集/01617.jpg,test,,1617,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01618.jpg,初赛测试集/01618.jpg,test,,1618,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01619.jpg,初赛测试集/01619.jpg,test,,1619,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01620.jpg,初赛测试集/01620.jpg,test,,1620,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01621.jpg,初赛测试集/01621.jpg,test,,1621,file_block_0005,camera_group_v2_0420,5,medium,top75_gray32_cosine_with_frame_gap,camera_group_0428,no,,yes
01622.jpg,初赛测试集/01622.jpg,test,,1622,file_block_0005,camera_group_v2_0420,5,medium,top75_gray32_cosine_with_frame_gap,camera_group_0428,no,,yes
01623.jpg,初赛测试集/01623.jpg,test,,1623,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01624.jpg,初赛测试集/01624.jpg,test,,1624,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01625.jpg,初赛测试集/01625.jpg,test,,1625,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01626.jpg,初赛测试集/01626.jpg,test,,1626,file_block_0005,camera_group_v2_0419,22,medium,top75_gray32_cosine_with_frame_gap,camera_group_0427,no,,yes
01627.jpg,初赛测试集/01627.jpg,test,,1627,file_block_0005,camera_group_v2_0420,5,medium,top75_gray32_cosine_with_frame_gap,camera_group_0428,no,,yes
01628.jpg,初赛测试集/01628.jpg,test,,1628,file_block_0005,camera_group_v2_0421,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0429,no,,yes
01629.jpg,初赛测试集/01629.jpg,test,,1629,file_block_0005,camera_group_v2_0421,10,medium,top75_gray32_cosine_with_frame_gap,camera_group_0429,no,,yes
